codigo;ideps;eps;nomcategorias;nomservicio;nomespecifique;nomindicador;numerador;denominador;resultado;nomunidad;nomfuente;linkfuente
3.3.1.1;EPS003;CAFESALUD;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;469053;658835;71;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.4.1.1;EPST01;SAVIA SALUD EPS;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;38887;41456;93;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.9.1.1;CCF009;COMFABOY;Tiempos de espera;Urgencias;Atención de urgencias;Usuarios que consideran oportuno el tiempo de espera para la atención de urgencias.;2742;9703;28;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.2.1;EPS003;CAFESALUD;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;110924;121669;91;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.2.1.2;ESS133;COMPARTA EPS;Tiempos de espera;Cirugías;Cirugía programada;Usuarios que consideran oportuno el tiempo de espera para la atención de cirugía.;3549;13657;25;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.2.1;EPSI06;PIJAOS SALUD EPSI;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;417469;256708;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.1.2.1;ESS002;EMDISALUD;Tiempos de espera;Autorizaciones;Traslados;Tiempo en la autorización para referencias (traslado de una IPS a otra).;3565440;4035;883;Minutos;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.9.1;EPS003;CAFESALUD;Tiempos de espera;Consultas;Pediatría;Espera para la asignación de citas de consulta de pediatría.;1188252;157353;7;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.1.1;CCF101;COLSUBSIDIO;Tiempos de espera;Consultas;Atención prioritaria;Usuarios que consideran oportuno el tiempo de espera para la atención de citas prioritarias.;344;3571;9;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.2.1;ESS091;ECOOPSOS EPS;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;31053;31648;98;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.10.1;CCF027;COMFAMILIAR NARIÑO;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;441;1689;26;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;ESS091;ECOOPSOS EPS;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;1074586;447770;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.4.1.1;EPS037;NUEVA EPS;Tiempos de espera;Hospitalización;Atención de hospitalización;Usuarios que consideran oportuno el tiempo de espera para la atención de hospitalización.;27158;45293;59;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.3.1;CCF009;COMFABOY;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;391617;55442;7;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.7.1;EPS033;SALUDVIDA EPS;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;5109793;2094562;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.5.2.1;EPS037;NUEVA EPS;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;1423289;685014;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.7.1.2;EPSI06;PIJAOS SALUD EPSI;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;82591;130630;63;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.2.1;CCF027;COMFAMILIAR NARIÑO;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;74047;66415;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.7.1;EPS003;CAFESALUD;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;8413215;4410183;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.7.1.2;CCF018;CAFAM;Tiempos de espera;Medicamentos;Entrega de medicamentos;Usuarios que consideran oportuno el tiempo de espera para la entrega de medicamentos.;25320;33500;75;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.8.1.1;EPS037;NUEVA EPS;Tiempos de espera;Terapias;Atención de terapias;Usuarios que consideran oportuno el tiempo de espera para la atención de terapias.;18012;35816;50;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
6.1.1.1;CCF102;COMFAMILIAR CHOCO;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;6;158008;0;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.5.1;ESS118;EMSSANAR EPS;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;174560;445624;39;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;ESS024;COOSALUD EPS;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;25675;38999;65;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.2.1;EPS023;CRUZ BLANCA EPS;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;18567;21941;84;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.2.1;CCF007;COMFAMILIAR CARTAGENA;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;139904;9223;15;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.1.2.1;EPST01;SAVIA SALUD EPS;Tiempos de espera;Autorizaciones;Traslados;Tiempo en la autorización para referencias (traslado de una IPS a otra).;32857320;59424;552;Minutos;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.6.1;EPSI03;AIC EPSI;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;593291;43874;13;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.2.1;CCF023;COMFAMILIAR GUAJIRA;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;96074;11784;8;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.6.1;EPS022;CONVIDA;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;815655;68928;11;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.5.1.1;ESS076;AMBUQ EPSS;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;84338;98323;85;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.10.1;EPS025;CAPRESOCA;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;30;402;7;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.2;EPS012;COMFENALCO VALLE;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;17002;32424;52;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;ESS133;COMPARTA EPS;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;8792160;8812925;99;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.4.1.1;EPS005;SANITAS EPS;Tiempos de espera;Hospitalización;Atención de hospitalización;Usuarios que consideran oportuno el tiempo de espera para la atención de hospitalización.;7771;14046;55;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;EPS010;EPS SURA;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;54174;80550;67;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.2.2.1;CCF024;COMFAMILIAR HUILA;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;279282;327523;85;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.3.1;CCF024;COMFAMILIAR HUILA;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;365702;468024;78;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.5.1;EPS017;FAMISANAR EPS;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;201651;622658;32;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.4.1.1;EPS016;COOMEVA  EPS;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;42432;50593;83;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;EPSI06;PIJAOS SALUD EPSI;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;310452;79901;3;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.1.1;ESS076;AMBUQ EPSS;Tiempos de espera;Consultas;Atención prioritaria;Usuarios que consideran oportuno el tiempo de espera para la atención de citas prioritarias.;1741;2945;59;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.1.1;CCF033;COMFASUCRE;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;234844;281378;83;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.6.1.1;EPSI04;ANAS WAYUU EPSI;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;1262;3173;39;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.1.1.1;EPS023;CRUZ BLANCA EPS;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;19833;126681;15;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.6.1;EPS016;COOMEVA  EPS;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;4095941;317042;12;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.1.1.1;ESS118;EMSSANAR EPS;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;9782;234526;4;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;CCF055;CAJACOPI;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;1026132;1040292;98;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.1.1;EPS005;SANITAS EPS;Tiempos de espera;Consultas;Atención prioritaria;Usuarios que consideran oportuno el tiempo de espera para la atención de citas prioritarias.;12441;31238;39;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;EPS008;COMPENSAR EPS;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;776170;25901;29;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.7.1;EPSI02;MANEXKA;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;356330;195825;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.3.1;CCF055;CAJACOPI;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;186479;213818;87;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;EPS016;COOMEVA  EPS;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;3175274;1371494;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
